1718322023627,-1.00,2099200,268435456
1718322024625,-1.00,7216384,268435456
1718322025625,-1.00,7216384,268435456
1718322026626,-1.00,7216384,268435456
1718322162294,-1.00,2099200,268435456
1718322163295,-1.00,7216392,268435456
1718322164295,-1.00,7677784,268435456
1718322165296,-1.00,7677784,268435456
1718322166296,-1.00,7677784,268435456
1718322167297,-1.00,7677784,268435456
1718322168297,-1.00,7677784,268435456
1718322169297,-1.00,8147360,268435456
1718322170297,-1.00,8147360,268435456
1718322171297,-1.00,8147360,268435456
1718322172297,-1.00,8147360,268435456
1718322173297,-1.00,8147360,268435456
